公司名稱,工作職稱,工作內容,職務類別,工作待遇,工作性質,上班地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具,工作技能,其他條件,公司福利,聯絡人,聯絡方式,連結路徑
財團法人博幼社會福利基金會,尖前中心-數學專職教師,"1.直接教學。
2.培訓課輔老師相關業務。
3.執掌學生學習相關事項。
4.其他交辦事項。","['數理補習班老師', '升學補習班老師']","月薪30,000~36,000元",全職,新竹縣尖石鄉嘉樂村2鄰36號2樓,不需負擔管理責任,無需出差外派,晚班，10:30~19:30,週休二日,一個月內,1人,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '研發替代役', '外籍人士', '原住民', '二度就業', '學生實習']",不拘,大學,一般數學相關、應用數學相關、數理統計相關,不拘,Excel、PowerPoint、Word,不拘,"1.大學以上相關科系所畢業者。
2.大學以上非上述相關科系畢業，但具一年以上國中小相關教學工作經驗者。
3.具補救教學經驗者佳。
4.具備汽機車駕照者佳。","健康關懷：法定社會保險(健保、勞保、勞退提撥)、團體意外保險
差勤休假：週休二日，優於勞基法、性別工作平等法規定給假
學習成長：提供每年二次全體教育訓練、各職務教育訓練、個人外部訓練費、長期進修學雜費補助
證照加給：專業證照加給
考核機制：各職務專業領域績效獎金、英數課程學習獎金
員工關係：定期舉辦員工健康檢查、不定期舉辦員工關係支持性團體
其他：1.偏遠地區提供偏遠加給、提供住宿或住宿津貼；2.特別地區依年資另給額外休假；3.久任獎金(或三節獎金)",人資組,bo.yo.r@ecp.boyo.org.tw,https://www.104.com.tw/job/68an0?jobsource=jolist_a_relevance
財團法人博幼社會福利基金會,尖前中心-新樂國小-英文/數學/閱讀課輔老師,"1.補救教學對象─國中小學童（一班6-8人）。 
2.補教教學科目─英文/數學/閱讀（英數一週各兩天、閱讀一天） 
3.上課紀錄填寫。 
4.協助辦理家長座談會。 
5.參與每月課輔老師檢討會議。 
6.其他交辦事項。","['國小學校教師', '升學補習班老師', '社工人員']",時薪160~270元,兼職,新竹縣尖石鄉新樂村水田一鄰10號(新樂國小),無,無,日班/晚班，週三、週五 13:00-18:00/週一、二、四 15:30-18:00,假日,一個月內,不限,"['上班族', '應屆畢業生', '日間就讀中', '研發替代役', '原住民', '二度就業', '學生實習']",不拘,不拘,不拘,不拘,不拘,不拘,"1.具學習與成長的興趣，並對兒童及青少年教育有高度的耐心。 
2.須具備駕照，備汽車者佳。","健康關懷：法定社會保險(健保、勞保、勞退提撥)、團體意外保險
差勤休假：週休二日，優於勞基法、性別工作平等法規定給假
學習成長：提供每年二次全體教育訓練、各職務教育訓練、個人外部訓練費、長期進修學雜費補助
證照加給：專業證照加給
考核機制：各職務專業領域績效獎金、英數課程學習獎金
員工關係：定期舉辦員工健康檢查、不定期舉辦員工關係支持性團體
其他：1.偏遠地區提供偏遠加給、提供住宿或住宿津貼；2.特別地區依年資另給額外休假；3.久任獎金(或三節獎金)",葉老師,"yeh4616@ecp.boyo.org.tw,bo.yo.r@ecp.boyo.org.tw",https://www.104.com.tw/job/6vdnn?jobsource=jolist_a_relevance
財團法人博幼社會福利基金會,尖前中心-嘉興國小-英文/數學/閱讀課輔老師,"1.補救教學對象─國中小學童（一班6-8人）。 
2.補教教學科目─英文/數學/閱讀（英數一週各兩天、閱讀一天） 
3.上課紀錄填寫。 
4.協助辦理家長座談會。 
5.參與每月課輔老師檢討會議。 
6.其他交辦事項。","['國小學校教師', '升學補習班老師', '社工人員']",時薪160~270元,兼職,新竹縣尖石鄉嘉樂村三鄰177號(嘉興國小),無,無,日班/晚班，週三、週五 13:00-18:00/週一、二、四 15:30-18:00,假日,一個月內,不限,"['上班族', '應屆畢業生', '日間就讀中', '研發替代役', '原住民', '二度就業', '學生實習']",不拘,不拘,不拘,不拘,不拘,不拘,"1.具學習與成長的興趣，並對兒童及青少年教育有高度的耐心。 
2.須具備駕照，備汽車者佳。","健康關懷：法定社會保險(健保、勞保、勞退提撥)、團體意外保險
差勤休假：週休二日，優於勞基法、性別工作平等法規定給假
學習成長：提供每年二次全體教育訓練、各職務教育訓練、個人外部訓練費、長期進修學雜費補助
證照加給：專業證照加給
考核機制：各職務專業領域績效獎金、英數課程學習獎金
員工關係：定期舉辦員工健康檢查、不定期舉辦員工關係支持性團體
其他：1.偏遠地區提供偏遠加給、提供住宿或住宿津貼；2.特別地區依年資另給額外休假；3.久任獎金(或三節獎金)",葉老師,"yeh4616@ecp.boyo.org.tw,bo.yo.r@ecp.boyo.org.tw",https://www.104.com.tw/job/6vdnv?jobsource=jolist_a_relevance
財團法人天主教失智老人社會褔利基金會,護理師(聖若瑟),具愛心耐心，對照顧失智長者有興趣及意願者。具醫院內科、精神科或長期照護機構服務經驗者佳。,['護理師及護士'],"月薪30,000~50,000元",全職,台北市萬華區德昌街125巷11號,不需負擔管理責任,無需出差外派,日班/晚班/大夜班/假日班，需輪班,週休二日,兩週內,1~2人,"['上班族', '應屆畢業生', '原住民']",1年以上,專科、大學、碩士,護理助產相關,中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Excel、Internet Explorer、PowerPoint、Word、中文打字50~75、英文打字75~100,健康問題之護理評估、預防保護之護理措施、護理指導及諮詢,無,"獎 金 類：年節獎金、員工生日禮金、年終獎金、三節獎金
保 險 類：意外險、員工團保
居 住 類：員工宿舍
設 備 類：員工餐廳
娛 樂 類：國內旅遊、員工定期聚餐",張小姐,無,https://www.104.com.tw/job/6k4dr?jobsource=jolist_a_relevance
財團法人張老師基金會桃園分事務所,社工(團體家屋),"ㄧ、資格：
應具備國內公立或已立案之私立或經教育部承認之國外大專以上社會工作相關科、系(組)、所畢業者或具社工師執照者，且有兒少保2年以上社會工作相關經歷。

二、職務內容:
1.6-18歲 兒少危安保護  個案緊急安置與輔導
2.6-18歲 兒少安置 情緒支持 非行行為矯正 
3.支援 身心受創兒少年的情緒與心理輔導
4.年度團體活動辦理 

三、福利
享勞健保、勞退、年終/三節禮金/生日禮金",['社工人員'],"月薪34,000~37,000元",全職,桃園市中壢區（依照公司規定分派）,管理9-12人,無需出差外派,日班,依公司規定,不限,1人,"['上班族', '原住民']",2年以上,大學以上,社會學相關,不拘,不拘,不拘,無,"勞,健保,及勞退提撥,三節福利金等",黃嘉慧,100814@cyc.tw,https://www.104.com.tw/job/3zsnt?jobsource=jolist_a_relevance
財團法人天主教失智老人社會褔利基金會,社工員(萬華老人服務中心),"（1）台北市獨居及失能老人的個案服務。
（2）辦理老人志願服務及福利諮詢等工作。
（3）辦理老人社區照顧方案及建構老人活動據點。
（4）其他提供社區老人福利服務需求之相關事宜。",['社工人員'],"月薪30,000~40,000元",全職,台北市萬華區西寧南路4號3樓,不需負擔管理責任,無需出差外派,日班,週休二日,兩週內,1人,"['上班族', '應屆畢業生', '原住民']",不拘,專科、大學、碩士,社會學相關,中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Excel、Internet Explorer、PowerPoint、Word,不拘,"（1）大學社工系畢業
  （2）會騎機車（備機車駕照）
  （3）善與老人溝通、喜工作挑戰
  （4）具相關工作經驗尤佳","獎 金 類：年節獎金、員工生日禮金、年終獎金、三節獎金
保 險 類：意外險、員工團保
居 住 類：員工宿舍
設 備 類：員工餐廳
娛 樂 類：國內旅遊、員工定期聚餐",張小姐,無,https://www.104.com.tw/job/6n20g?jobsource=jolist_a_relevance
財團法人華山社會福利慈善事業基金會,枋寮鄉社區服務員(含社工服務及活動企劃),"◤快樂服務人◥
您，期望回饋鄉里
您，渴望關懷弱勢
您，熱愛多元學習
一份助人利己的工作
一個實現自我的契機
歡迎加入華山服務的行列

 【工作內容】
1. 推展老人到宅服務方案，招募組訓義工，服務失能、失依、失智長輩。
2. 結合本鄉本土愛心，照顧本鄉本土長輩，凝聚社會資源。
3. 站務行政管理。

 【經驗傳承】
 透過母雞帶小雞的輔導員制度，激勵、支持、分享、傳承、凝聚向心力，幫助沒有社工經驗或背景，在三個月內熟悉工作。

 【福利健全】
 提供健全的薪資福利制度，讓您無後顧之憂的專心工作、發揮所長；並鼓勵進修，提供公假與補助。","['活動企劃人員', '社工人員', '行銷企劃人員']","月薪31,000~42,000元",全職,屏東縣枋寮鄉,不需負擔管理責任,需出差，一年累積時間未定,日班，08:00~17:30,週休二日,不限,1人,"['上班族', '夜間就讀中', '原住民', '二度就業']",不拘,專科、大學、碩士,不拘,不拘,Excel、Outlook、PowerPoint、Word,不拘,※資格符合方通知面談,"◆ 獎金/禮劵類 
1.工作考核獎金：端午、中秋、年終
2.激勵獎金(社區服務員/活動企劃人員) 
3.端午.中秋.聖誕禮劵.開工紅包 

◆ 保險類 
1.勞保.健保.員工團保 
2.意外險.旅平險 
3.職災保險 

◆ 休閒類 
1.伙伴小群 
2.慶生會 
3.員工聯歡活動 

◆ 制度類 
1.完整的職涯規劃與訓練 
2.順暢的升遷管道 
3.良善的員工溝通管道(成立勞資會議.人事評議委員會.員工協調委員會) 
4.成立員工福委會照顧員工 

◆ 設備類 
1.員工宿舍(出差借用) 
2.員工餐廳(伙食團) 
3.圖書館(智庫) 

◆ 請/休假制度 
1.週休二日(8:00-17:30 中午休息1.5H)  
2.其它假別依勞基法規定不另說明 

◆ 福利類 
1.結婚禮金 
2.生育津貼 
3.喪葬補助 
4.重大傷病慰問 
5.急難救助 
6.員工與子女教育或進修補助 
7.育兒奶粉尿布補助 
8.旅遊補助 
9.退職金提撥 (賢能久任離職金) 
10.健康檢查補助 

◆ 其他 
員工貸款 (無息購車貸款)",黃小姐,無,https://www.104.com.tw/job/3b7xb?jobsource=jolist_a_relevance
財團法人天主教白永恩神父社會福利基金會,社工專員,"1.社區家園社工業務。
2.經濟支持服務方案。
3.社工培訓、實習業務。
4.非營利組織交流專案。
5.其他交辦業務。",['社工人員'],"月薪35,000~40,000元",全職,台北市士林區,不需負擔管理責任,無需出差外派,日班,週休二日,一個月內,1人,"['上班族', '原住民']",3年以上,專科、大學、碩士,社會學相關,不拘,不拘,不拘,無,"福利制度 : 依勞基法規定
◆ 獎金/禮品類
	1.年終獎金
	2.三節獎金/禮品
◆ 保險類
	1.員工團保
◆ 制度類
	1.績效獎金
	2.完整的教育訓練
◆ 補助類
	1.結婚禮金",蔡小姐,hr@beunen.org.tw,https://www.104.com.tw/job/6w262?jobsource=jolist_a_relevance
財團法人天主教失智老人社會褔利基金會,社工員/師(聖若瑟),"(1.)聖若瑟失智老人養護中心機構社工相關工作業務，個案照顧管理含:入住評估、適應輔導、  照顧計畫擬定與執行、轉介輔導、家屬關懷、個案權益維護、活動規劃及帶領等。
(2.)方案申請與辦理。
(3.)機構志工服務管理。
(4.)其它因應機構安排相關業務。",['社工人員'],"月薪30,000~40,000元",全職,台北市萬華區德昌街125巷11號,不需負擔管理責任,無需出差外派,日班,週休二日,一個月內,1人,"['上班族', '應屆畢業生', '二度就業', '中壯齡', '中高齡']",1年以上,大學、碩士,社會學相關,中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Excel、PowerPoint、Word、中文打字50~75、英文打字75~100,不拘,有高考社工師證照尤佳,"獎 金 類：年節獎金、員工生日禮金、年終獎金、三節獎金
保 險 類：意外險、員工團保
居 住 類：員工宿舍
設 備 類：員工餐廳
娛 樂 類：國內旅遊、員工定期聚餐",張小姐,無,https://www.104.com.tw/job/6k4ca?jobsource=jolist_a_relevance
家扶基金會_財團法人台灣兒童暨家庭扶助基金會,B35-專員(馬祖家扶),"『請務必上本會人才招募網站(http://hr.ccf.org.tw/ManbankClient)，查詢職缺訊息，並線上投遞履歷與報名表，謝謝您的合作！』
工作內容:
1.兒童及少年社區活動規劃和舉辦。
2.國中小學童課後輔導班和學童遠距離視訊教學辦理。
3.學齡前兒童親職課程辦理協助。
4.其他行政事項配合與協助。
5.其他主管交辦事項。","['行銷企劃人員', '活動企劃人員']","月薪34,000~35,000元",全職,連江縣南竿鄉福沃村63-1號1樓 馬祖家扶中心,不需負擔管理責任,無需出差外派,日班，08:00~17:30，需輪班,週休二日,一個月內,1人,"['上班族', '應屆畢業生']",不拘,大學、碩士,商業及管理學科類、大眾傳播學科類、經濟社會及心理學科類,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Windows XP、Windows 7,不拘,"應徵資格限制：
1.國內外大學以上畢業。
2.對於兒童、少年服務有熱忱或有兒童、少年服務工作經驗者尤佳。
3.具備汽機車駕照，並能實際上路者。 
備註:
1.非馬祖籍，提供住宿及給予每月一次返台機票補助。(若當月已有因公務返台者，則不再補助)
2.試用期滿後，每月發給外島津貼2,000元，","『員工是非營利組織的唯一資產；照顧他人之餘，也需照顧員工』
1.休假：年休假比照勞基法規定。
2.法定義務：勞保、健保、退休金提撥。
3.正職員工福利：員工旅遊、聚餐、健診、團保、三節獎勵金、子女教育補助等。
4.完善教育訓練制度與升遷制度。",招募人員,無,https://www.104.com.tw/job/6tgfd?jobsource=jolist_a_relevance
財團法人心路社會福利基金會,就業服務員  (新北市五股區-慈佑庇護工場),"1.指導訓練庇護員工的工作技能，以確保工場營運順暢。
2.輔導及養成庇護員工正確的工作態度。
3.協助執行工場業務。
4.具備就業服務員資格尤佳。
5.有耐心，對社會服務工作有熱忱。","['特殊教育教師', '社工人員', '教保員']","月薪29,000~33,000元",全職,新北市五股區五權路7巷10號1樓,不需負擔管理責任,無需出差外派,日班，09:00~18:00,依公司規定,兩週內,1人,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '研發替代役', '外籍人士', '原住民', '二度就業', '學生實習']",不拘,專科以上,不拘,台語 -- 中等,Excel、PowerPoint、Word,不拘,,"◆ 獎金/禮劵類  (柏翠非營利幼兒園另訂)
1.三節禮金 
2.年終績效獎金 
◆ 保險類 
1.勞保、健保、員工團保
2.意外險、旅平險 
3.職災保險 
◆ 休閒類 
多元的員工生活平衡照顧方案
◆ 制度類 
1.完整的職涯規劃與訓練 
2.順暢的升遷管道 
3.良善的員工溝通管道(成立勞資會議；員工申訴管道) 
◆ 請/休假制度 
1.年度特休假
2.其他假別依勞基法規定不另說明
◆ 福利類  (柏翠非營利幼兒園另訂)
1.結婚禮金 
2.生育津貼
3.喪葬補助 
4.重大傷病慰問 
5.員工健康檢查
6.心路商品享員工優惠折扣",謝主任,2009005@ms.syinlu.org.tw,https://www.104.com.tw/job/647kt?jobsource=jolist_a_relevance
財團法人成大水利海洋研究發展文教基金會,研究助理,"1. 河海防護規劃、資料分析
2. 需具海岸、水利工作研究熱誠，且能長期投入","['水利工程師', '土木技師／土木工程師', '研究助理']","月薪38,000~48,000元",全職,台南市東區大學路1號(成功大學水利系),不需負擔管理責任,需出差，一年累積時間約一個月以下,日班,週休二日,不限,2~3人,"['上班族', '應屆畢業生']",不拘,碩士,資訊工程相關、工程學科類,不拘,Matlab、PHP、HTML、Adobe Acrobat、Excel、PowerPoint、Word、AutoCAD、ArcGis、GIS,水文與水理分析、水利工程計劃管理、水利工程設計,無,"◆ 獎金/禮品類 
1.年終獎金 
◆ 保險類 
1.勞保 
2.健保 
◆ 請 / 休假制度 
1.週休二日",郭晉安,無,https://www.104.com.tw/job/6555x?jobsource=jolist_a_relevance
財團法人第一社會福利基金會,愛新發展中心(夜間教保及生活服務員),"心智障礙者生活照顧、
膳食處理及協助日常生活自理活動與陪伴、
配合機構執行健康休閒相關活動","['照顧服務員', '教保員', '特殊教育教師']","月薪28,000~35,000元",全職,新北市三重區光復路二段122號,不需負擔管理責任,無需出差外派,晚班/大夜班，16:00-22:00 / 22:00-08:30  各2週/月或專職大夜班均可，需輪班,依公司規定,一個月內,3人,"['上班族', '應屆畢業生', '原住民', '二度就業', '中壯齡', '中高齡']",不拘,高中、專科、大學,兒童保育相關、社會學相關、學前教育相關,不拘,不拘,不拘,"高中職畢業
具社會福利機構服務經驗者佳
具耐心喜歡與人互動之特質
多年經驗者另有加給","1. 工作時間：8:00am-5:00pm
2. 每週工作五天
3 .享團保 、旅遊、 三節獎金、健檢、年終獎金、教育訓練",余主任,zh6922@diyi.org.tw,https://www.104.com.tw/job/4cv4p?jobsource=jolist_a_relevance
財團法人天主教善牧社會福利基金會,台東中心-社工員,"1.辦理青少年相關業務
2.方案設計與執行
3.資源連結與整合
4.活動設計與執行
5.主管交辦事項",['社工人員'],"月薪34,916~41,899元",全職,台東縣台東市,不需負擔管理責任,無需出差外派,日班，9:00-17:30(週休二日，須配合個案訪視、方案活動彈性排班),週休二日,兩週內,1人,"['上班族', '應屆畢業生', '原住民', '二度就業']",不拘,大學,社會學相關,不拘,Excel、Outlook、PowerPoint、Word、中文打字20~50、英文打字20~50,不拘,大學以上社工系(所)畢業,"1.員工團體保險
2.結婚及生育禮金
3.教育訓練
4.特休年假
5.員工健檢補助",潘小姐,nancy@goodshepherd.org.tw,https://www.104.com.tw/job/2lb5w?jobsource=jolist_a_relevance
財團法人喜憨兒社會福利基金會,通路開發業務專員(台南工場),"1.食品市場相關經驗
2.開發潛在客戶、拓展市場
3.國內冷凍食品相關新客戶開發
4.可獨立作業、有熱忱、不怕困難與挑戰",['國內業務人員'],"月薪28,000~34,000元",全職,台南市南區新義南路2號1樓,不需負擔管理責任,無需出差外派,日班，08:30-17:30,依公司規定,兩週內,1人,['上班族'],2年以上,大學,不拘,不拘,Excel、Outlook、PowerPoint、Word,不拘,無,"1.比照勞基法，享勞、健保及勞退
2.三節禮金、生日蛋糕
3.結婚、生育等禮金
4.員工制服免費提供
5.排班人員月休至少8日",蔡小姐,無,https://www.104.com.tw/job/5yua6?jobsource=jolist_a_relevance
財團法人喜憨兒社會福利基金會,庇護性就服員(台南工場),"1. 身心障礙者工作相關輔導與支持
2. 服務計畫擬定及相關紀錄撰寫
3. 營運事務協助
4. 其他與庇護性服務相關事項","['社工人員', '教育訓練人員']","月薪31,000~33,480元",全職,台南市南區新義南路2號,不需負擔管理責任,無需出差外派,日班，排班制：8:30-17:30,依公司規定,一個月內,1人,"['上班族', '應屆畢業生', '二度就業']",不拘,大學,不拘,中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Excel、Outlook、PowerPoint、Word,不拘,"依身心障礙者職業重建服務專業人員遴用及培訓準則，就業服務員應具備下列資格之一：
一、領有社會工作師、職能治療師、物理治療師、心理師或特殊教育教師證書。
二、取得就業服務乙級技術士證。
三、大專校院復健諮商、社會工作、職能治療、物理治療、特殊教育、勞工關係、人力資源、心理或輔導之相關科系所或學位學程畢業。
四、非屬前款相關科系所或學位學程畢業，完成身心障礙者就業服務相關專業訓練八十小時以上或取得身心障礙者職業重建學分學程證明。","1.比照勞基法，享勞、健保及勞退
2.三節禮金、生日蛋糕
3.結婚、生育等禮金
4.員工制服免費提供
5.排班人員月休至少8日",劉先生,無,https://www.104.com.tw/job/6ua1q?jobsource=jolist_a_relevance
財團法人喜憨兒社會福利基金會,社工員 (天鵝堡),"1.個案管理服務：接案評估及開案、需求評估、擬定個別化家庭服務計畫與執行。
2.社區資源開發與應用。
3.轉銜服務。
4.配合主管機關相關行政事務。
5.其他主管交辦事項。",['社工人員'],"月薪32,000~38,000元",全職,高雄市旗山區南勝里得勝巷2-1號,不需負擔管理責任,無需出差外派,日班，8:30-17:30(排班制),依公司規定,一個月內,2人,"['上班族', '原住民', '二度就業']",3年以上,大學,社會學相關,中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Excel、Outlook、PowerPoint、Word、中文打字20~50,不拘,無,"1.比照勞基法，享勞、健保及勞退
2.三節禮金、生日蛋糕
3.結婚、生育等禮金
4.員工制服免費提供
5.排班人員月休至少8日",廖小姐,無,https://www.104.com.tw/job/6v60i?jobsource=jolist_a_relevance
財團法人喜憨兒社會福利基金會,職能治療師(台北-社福部),"1.規劃與執行服務對象職能活動
2.ISP檢討與督核
3.復健相關教育訓練
4.復健資源開發與媒合
5.跨部門溝通合作
6.其他主管交辦事項",['職能治療師'],"月薪38,000~45,000元",全職,台北市中山區長安西路5巷2號4樓,不需負擔管理責任,無需出差外派,日班，0830~1730,週休二日,一個月內,1人,['上班族'],2年以上,大學、碩士,復健醫學相關,台語 -- 中等,Windows 10、Excel、Outlook、PowerPoint、Word,不拘,無,"1.比照勞基法，享勞、健保及勞退
2.三節禮金、生日蛋糕
3.結婚、生育等禮金
4.員工制服免費提供
5.排班人員月休至少8日",潘主任,無,https://www.104.com.tw/job/6w8za?jobsource=jolist_a_relevance
財團法人彭婉如文教基金會,教師 (新北市鷺江非營利幼兒園),"**要支持托育公共化是一件不容易的事，需要很多的付出及使命，歡迎志同道合的夥伴加入。

園所理念：採開放式、適齡適性教學模式（依循新課綱）
工作內容：
1.主題課程教學與適性學習區教學規劃(協助幼兒學習自理生活)
2.常規訓練與品格教育(班級經營)
3.校內生活環境管理(包含校內節慶或主題情境佈置…)
4.活動規劃與執行(如親子活動、節慶活動、招生活動...)
5.幼兒保育相關工作
6.幼兒安全維護
7.親師溝通相關事宜","['幼教班老師', '教保員']","月薪33,000~35,000元",全職,新北市蘆洲區24767新北市蘆洲區長樂路235號,不需負擔管理責任,無需出差外派,日班，08:00~17:00,週休二日,不限,1人,"['上班族', '應屆畢業生']",不拘,專科以上,學前教育相關,不拘,Excel、Outlook、Word、中文打字20~50,不拘,"*資格: 
1.教保相關科系，專科或大學(含以上)畢業，具幼兒園合格教師證者。
2.具學前特教經驗或學前特教資格者佳。",員工團體保險，員工意外險，教育訓練，年終獎金，生育、婚喪補助金，週休二日，外勤者(督導及訪視員)有油資補助,楊園長,"chiamin@pwr.org.tw,ljchildcare2017@pwrf.org.tw",https://www.104.com.tw/job/5ipg3?jobsource=jolist_a_relevance
財團法人彭婉如文教基金會,儲備園長(台北市、新北市),"**要支持托育公共化是一件不容易的事，需要很多的付出及使命，歡迎志同道合的夥伴加入。

園所理念：採開放式、適齡適性教學模式（新課綱）
工作內容：
1.主題課程教學與適性學習區教學引導(帶領老師協助幼兒學習自理生活)
2.教保人員班級經營引導
3.校內生活環境引導管理(包含校內節慶或主題情境佈置…)
4.指導園所活動規劃與執行(如親子活動、節慶活動、招生活動...)
5.幼兒保育相關工作指引及協助
6.幼兒安全維護指引及協助
7.親師溝通相關事宜","['幼教班老師', '教保員', '經營管理主管']","月薪43,060~55,000元",全職,台北市中山區,管理9-12人,無需出差外派,日班，07:20~18:20,週休二日,不限,1人,"['上班族', '應屆畢業生']",5年以上,專科以上,兒童保育相關、學前教育相關,不拘,Excel、Outlook、Word、中文打字20~50,不拘,"*資格: 
1. 教保相關科系，專科或大學(含以上)畢業具保育員資格(具幼稚園合格教師證者佳)。
2. 必需具幼兒園園長資格證。",員工團體保險，員工意外險，教育訓練，年終獎金，生育、婚喪補助金，週休二日，外勤者(督導及訪視員)有油資補助,呂專員,無,https://www.104.com.tw/job/6jj6y?jobsource=jolist_a_relevance
財團法人彭婉如文教基金會,托育家園主任（臺南公共托育家園）,"必備條件：托嬰中心主管資格
工作內容：
1.托嬰中心營運管理、行政業務執行、教保服務管理、年度工作計畫擬定與執行、各級相關單位評鑑等工作。
2.中心工作人員管理與督導，具溝通協調能力。
3.出席業務相關會議、報告營運相關計畫和申請核銷經費等。

*應具溝通協調能力及行政文書經驗。","['幼教班老師', '安親班老師', '教保員']","月薪33,000~35,000元",全職,台南市關廟區區公所附近的鄉代會,管理4人以下,無需出差外派,日班，08:00~18:00,週休二日,不限,1人,"['上班族', '應屆畢業生']",不拘,專科以上,兒童保育相關、社會學相關、護理助產相關,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,不拘,不拘,無,員工團體保險，員工意外險，教育訓練，年終獎金，生育、婚喪補助金，週休二日，外勤者(督導及訪視員)有油資補助,林主任,lily@pwr.org.tw,https://www.104.com.tw/job/66uwg?jobsource=jolist_a_relevance
財團法人彭婉如文教基金會,廚工(新北市鷺江非營利幼兒園),"1.	幼兒園食材採買清潔
2.	負責幼兒園食品製作烹調
3.	環境清潔及清倒垃圾
4.	配合節慶活動搭配食材
5.	其他條件：
(1) 具丙級廚師證照者
(2)具幼兒園餐點製作經驗者佳
(3)應有衛生整潔消毒觀念並懂得食品保存與安全
(4)刻苦耐勞，抗壓力強，能配合單位特性需要者優先。",['其他類廚師'],"月薪26,500~28,000元",全職,新北市蘆洲區新北市蘆洲區長樂路235號1樓（鷺江國中內，由233巷入口進出）,不需負擔管理責任,無需出差外派,日班，8:00~17:00,週休二日,一週內,1人,"['夜間就讀中', '原住民', '二度就業']",不拘,高中以下,不拘,不拘,不拘,不拘,無,員工團體保險，員工意外險，教育訓練，年終獎金，生育、婚喪補助金，週休二日，外勤者(督導及訪視員)有油資補助,楊園長,無,https://www.104.com.tw/job/6ve92?jobsource=jolist_a_relevance
財團法人彭婉如文教基金會,教師、教保員(基隆市百福非營利幼兒園),"**要支持托育公共化是一件不容易的事，需要很多的付出及使命，歡迎志同道合的夥伴加入。
**應具幼兒園合格教師證。
***需輪早晚值。

園所理念：採開放式、適齡適性教學模式（新課綱）
工作內容：
1.適性學習區教學規劃(協助幼兒學習自理生活)
2.常規訓練與品格教育(班級經營)
3.校內生活環境管理(包含校內節慶或主題情境佈置…)
4.活動規劃與執行(如親子活動、節慶活動、招生活動...)
5.幼兒保育相關工作
6.幼兒安全維護
7.親師溝通相關事宜","['幼教班老師', '教保員']","月薪33,000~35,000元",全職,基隆市七堵區基隆市七堵區福五街1號,不需負擔管理責任,無需出差外派,日班，08:00~17:00,週休二日,可年後上班,不限,"['上班族', '應屆畢業生']",不拘,大學以上,兒童保育相關、社會學相關、護理助產相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,Excel、Outlook、Word、中文打字20~50,不拘,無,員工團體保險，員工意外險，教育訓練，年終獎金，生育、婚喪補助金，週休二日，外勤者(督導及訪視員)有油資補助,覃園長,無,https://www.104.com.tw/job/56bc9?jobsource=jolist_a_relevance
財團法人中華民國兒童福利聯盟文教基金會,北區家服二組-社工員,"兒少保護個案家庭處遇服務個管社工:
1. 進行訪視會談(如家訪/校訪)。
2. 資源連結。
3. 活動辦理及相關行政工作。
4. 因工作所需，有時須配合夜間或週末加班。",['社工人員'],"月薪34,000~38,000元",全職,台北市大同區南京西路66號6樓,不需負擔管理責任,需出差，一年累積時間未定,日班，9:00-18:00,週休二日,可年後上班,1人,"['上班族', '應屆畢業生', '原住民']",不拘,大學以上,社會學相關,台語 -- 中等,Excel、Outlook、PowerPoint、Word,不拘,"1. 限社會工作相關科系畢業者。
2. 須符合考選部專技高考社工師應考資格。
3. 會台語為佳。
4. 具電腦文書作業能力，包含: word、Power Point、Excel、非常好色和影音編輯軟體等。
5. 具備兒少保護或家庭服務相關實習或實務工作經驗為佳。
6. 具與家庭工作之興趣與熱忱、喜歡與人互動、主動積極，並具挫折忍受力與保有彈性。
7. 須不定期夜間家訪，無需過夜出差。
8. 須配合不定期週末辦理方案活動。","1.年終獎金
2.節日禮金
3.生日禮金/慶生會
4.員工團保
5.員工制服
6.完整的教育訓練
7.順暢的升遷管道
9.員工進修補助
10.子女教育補助
11.員工旅遊
12.社團補助",劉小姐,無,https://www.104.com.tw/job/6tltj?jobsource=jolist_a_relevance
醫療財團法人正德癌症醫療基金會,藥師,"1.具藥師執照
2.具備區域、地區醫院經驗
3.具醫院評鑑作業經驗",['藥師'],待遇面議 （經常性薪資達 4 萬元或以上）,全職,台中市南屯區文心南五路三段１００號,不需負擔管理責任,無需出差外派,日班/晚班，需輪班,依公司規定,兩週內,1人,"['上班族', '原住民', '二度就業']",不拘,大學以上,藥學相關,不拘,不拘,不拘,具西中藥局經驗者佳,"1.享勞健保、團保 、 年節獎金 
2.慶生會、員工聯誼活動 
3.其他未盡事宜，均依勞動基準法相關規定辦理",羅小姐,無,https://www.104.com.tw/job/6wd6y?jobsource=jolist_a_relevance
