公司名稱,工作職稱,工作內容,職務類別,工作待遇,工作性質,上班地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具,工作技能,其他條件,公司福利,聯絡人,聯絡方式,連結路徑
林新醫療社團法人林新醫院,放射科放射師,"1.放射技術科系畢業
2.具相關工作經驗尤佳",['醫事放射師'],"月薪33,000~43,000元",全職,台中市南屯區惠中路三段36號(408),不需負擔管理責任,無需出差外派,日班/假日班，需輪班,依公司規定,一個月內,1人,['上班族'],不拘,大學、碩士,醫學技術及檢驗相關,不拘,不拘,不拘,無,"●獎金類
1.年終獎金。2.節慶禮金。
●保險類
1.勞保。2.健保。3.員工團體保險/職災保險。
●休閒類
1.員工國內旅遊。2.社團活動。
●制度類
1.醫護/技人員制服。2.伙食津貼。3.績效獎金。4.完整的教育訓練。
●年度活動
1.忘年會。2.院慶。3.動員大會。
●設備類
1.員工宿舍。2.員工餐廳。3.圖書館。4.點心咖啡區。
●優惠類
1.員工及眷屬醫療優待。2.健康檢查。3.特約商店折扣。
●補助類
退職金提撥。
**以上福利為全職員工**",陳小姐,無,https://www.104.com.tw/job/46pel?jobsource=jolist_c_relevance
社團法人新北市康復之友協會,樂欣家資中心_社工員(具社工師考照資格),"身心障礙者家庭資源中心之社工員,工作內容包括：精神障礙者個案管理,生活重建,心理重建,關懷訪視,照顧者支持訓練研習等。
本職缺歡迎大學社工系畢業新鮮人加入我們的行列，
請欲投遞履歷者先行上「新北市康復之友協會」官網瞭解本協會。",['社工人員'],"月薪35,913~39,904元",全職,新北市板橋區,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1人,"['上班族', '應屆畢業生']",不拘,大學以上,社會學相關,台語 -- 中等,不拘,不拘,"大學社工系所畢業並具有社工師考照資格,對精神障礙家庭服務與個案工作有興趣者
1.本會提供完整訓練，包括職前訓練以及在職訓練，備有完善督導制度。
2.依照補助民間單位進用社會工作人員之「專業服務費」薪點標準支給表給薪。
3.正職員工每人每年5,000元外部教育訓練津貼。
4.保險-勞健保、勞退、年終獎金、團體保險。
5.給予員工每月社團活動公假時間。","1.薪資按協會規定。 
2.上班時間:8:30~16:30(週一至週五) 
3.每年5000元之在職訓練費用。",呂秀玲,shannonalumi@gmail.com,https://www.104.com.tw/job/4qn3c?jobsource=jolist_c_relevance
晉生醫療社團法人晉生慢性醫院,護理人員,"具護士(起薪28,000)或護理師(起薪30, 000)執照 
可配合班別及在職進修，請來電洽詢
有內科病房護理工作經驗尤佳 
具親和力及溝通協調應對能力、細心負責

【基本待遇及福利】
- 免費供餐(日班午餐、小夜班晚餐)
- 日班薪資＋夜班津貼
- 公會費用全額補助
- 勞健保、勞退提撥
- 三節獎金
- 生日禮金
- 提供在職教育訓練
- 不定期福委會活動、員工旅遊

【舒適的工作環境】
- 乾淨整潔、不擁擠及無異味的工作場所
- 單位工作氣氛佳，團隊合作融洽",['護理師及護士'],"月薪28,000~40,000元",全職,台南市永康區中山南路902巷7號,不需負擔管理責任,無需出差外派,日班/晚班/大夜班，可配合班別及在職進修，請來電洽詢，需輪班,依公司規定,不限,不限,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '研發替代役', '外籍人士', '原住民', '二度就業', '學生實習']",不拘,高中以上,護理助產相關、醫藥衛生學科類,不拘,不拘,不拘,無,"◆ 獎金/禮品類
	1.年終獎金
	2.三節獎金
◆ 保險類
	1.勞保
	2.健保
◆ 休閒類
	1.自強活動、家庭日
	2.資深員工國外旅遊補助
	3.尾牙聚餐
◆ 制度類
	1.員工制服
	2.免費供餐
	3.完整的教育訓練
◆ 請 / 休假制度
	1.特休/年假
◆ 其他
	1.員工定期體檢
◆ 補助類
	1.結婚禮金
	2.生育津貼
	3.退職金提撥",行政管理處 曾小姐,06-2330003-81,https://www.104.com.tw/job/39s0j?jobsource=jolist_c_relevance
中英醫療社團法人中英醫院,電話行銷人員,"1.打電話給符和乳房篩檢婦女
2.上班時間可彈性
3.歡迎二度就業",['電話客服類人員'],時薪158元,兼職 - 長期工讀,新北市板橋區文化路一段196號,無,無,日班,白天,不限,1~3人,"['上班族', '應屆畢業生', '夜間就讀中', '原住民', '二度就業']",不拘,高中以上,不拘,不拘,不拘,不拘,無,"獎金福利：加班費、年節獎金、員工生日禮金、年終獎金
休假福利：隔週休二日、男性員工陪產假、育嬰假、生理假、年假
保險福利：勞保、健保、員工體檢
餐飲福利：誤餐費
衣著福利：員工制服
補助福利：員工結婚補助、生育補助、員工在職教育訓練、員工及眷屬喪葬補助
其他福利：員工團保",中英醫院陳怡君,showma90@gmail.com,https://www.104.com.tw/job/6shlr?jobsource=jolist_c_relevance
社團法人高雄市受恩社區關懷協會,日照中心照顧服務員-高雄鹽埕區,"主要工作內容：
1.協助長輩日常生活照顧(含生理量測、飲食、如廁、身體清潔及午休)。 
2.活動之設計、帶領及記錄。
3.其他主管交辦事項。

資格：
領有照顧服務員訓練結業證明書或
領有照顧服務員職類技術士證。

經驗：
有長照、幼教相關經驗優。 

工作態度：
主動積極、當責

人格特質：
喜愛與長輩互動
有耐心、愛心、同理心及團隊精神",['照顧服務員'],"月薪24,000~28,000元",全職,高雄市鹽埕區,不需負擔管理責任,無需出差外派,日班/假日班，需輪班,依公司規定,一個月內,1~2人,"['上班族', '應屆畢業生', '二度就業']",不拘,高中以上,不拘,中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /不會,Excel、PowerPoint、Word、中文打字50~75、英文打字50~75,文件或資料輸入建檔處理、文書處理軟體操作、電子試算表軟體操作、簡報軟體操作、日常生活及身體照顧、校內環境美化與佈置、設計規劃教材及教具,無,"勞保、健保、勞退、團險
獎 金 類：員工生日禮金、年終獎金
餐 飲 類：伙食津貼
娛 樂 類：尾牙
其 　他：需穿著員工制服、員工在職教育訓練",姚主任,audrey.yao@stipendiary.tw,https://www.104.com.tw/job/6hrd6?jobsource=jolist_c_relevance
社團法人中華育幼機構兒童關懷協會,主辦會計,"1.帳務審核、財務報表製作
2.二代健保、營業稅、各類所得申報
3.人事勞健退保險事宜
4.會計師財簽查核作業
5.主管交辦事宜","['主辦會計', '記帳／出納／一般會計', '財務會計助理']","月薪30,000~40,000元",全職,台北市信義區基隆路二段79巷33弄7號B1,不需負擔管理責任,無需出差外派,日班，9:00-12:00  13:00-18:00,週休二日,不限,1人,"['上班族', '應屆畢業生']",5年以上,高中以上,商業及管理學科類,不拘,不拘,不拘,"1.5年以上主辦會計經驗
2.具綜理分支單位、製造業會計經驗佳
3.具會計師事務所經驗、記帳士證照佳.
4.具非營利組織(NPO)會計經驗佳
5.有志從事公益組織工作者佳。
6.積極熱忱、細心負責，擅溝通協調與合作。
7.擅電腦文書作業（EXCEL、WORD…）。
8.具正航會計系統經驗者佳。",符合勞基法，勞保、健保、團保、退休金提撥、員工旅遊、教育訓練補助、生日禮金、三節禮金、年終獎金、考績獎金、週休二日等。,孫純美,hr@childrenhome.org.tw,https://www.104.com.tw/job/6wp9x?jobsource=jolist_c_relevance
社團法人桃園市智障者家長協會,協會社工,"1、會員個案管理-身心障礙福利服務諮詢及資訊提供。
2、心智障礙者家庭支持服務方案-方案撰寫、協助活動辦理及講座、支持團體
3、配合定期個督與團督
4、出席相關聯繫會報及轉銜會議
5、配合政府單位及民間單位的社區宣導
6、一般行政庶務及其他主管交辦事項","['社工人員', '社會／人類學研究人員']","月薪30,000~35,000元",全職,桃園市桃園區延壽街143巷12號1樓,不需負擔管理責任,無需出差外派,日班,依公司規定,一個月內,1~2人,"['上班族', '應屆畢業生', '原住民', '二度就業']",不拘,大學,社會學相關、其他經社心理相關,不拘,不拘,不拘,"1.社工相關系所畢業、具應考社工師資格
2.具機車駕照並能實際上路
3.具電腦文書處理能力(word/excel/powerpoint〉","1.勞健保、提撥6%勞退依法規規定
2.獎金(中秋/端午/年終) 
3.週休二日(依人事行政局規定)",社團法人桃園市智障者家長協會,無,https://www.104.com.tw/job/6txht?jobsource=jolist_c_relevance
社團法人高雄市藥師公會,資訊會務人員,"1.需擅長office軟體，工作內容涉及活動執行、文書、文章撰寫、出納等多樣化工作。
    2.負責網站前後台功能、LINE@、FB定期更新、維護及管理。
    3.辦理會員執業異動及相關作業，每週二.五需送件至衛生局。
    4.會員資料雲端化。
    5.規劃委員會各類活動、安排與執行活動。
    6.懂美編、設計製作平面文宣、海報。
    7.負責委員會會議議程，參與會議並撰寫會議記錄並追蹤處理決議事項。
    8.維護、更新、管理各類文件檔案。
    9.執行一般現金收付作業，核對儲存現金與記錄是否相符合。
    10.協助公文及計劃案執行。
    11.維護辦公室清潔，採購並維護辦公事物及庶物用品。
    12.需配合不定期假日及夜間活動出勤。
    13.協助主管交辦事項，可配合工作內容輪調。","['行政人員', '活動企劃人員', '平面設計／美編人員']","月薪25,000~40,000元",全職,高雄市鼓山區明華路251號4F,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班，9:00~17:00,週休二日,不限,1人,"['上班族', '二度就業']",2年以上,大學、碩士,資訊管理相關、法律相關科系、企業管理相關,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Adobe Acrobat、Excel、Outlook、PowerPoint、Word、中文打字50~75、英文打字75~100、Adobe Photoshop、PhotoImpact,文件收發與檔案管理、文書處理╱排版能力、行政事務處理、電話接聽與人員接待事項、文件或資料輸入建檔處理、零用金管理、法律理論、原理及其相關特殊法律研究、公關活動規劃與執行、各式影片剪接後製作業,"兩階段面試，第一階段通過才進行第二階段面試
第一階段：電腦軟體應用實作，專業知識測試（邏輯基本觀念或美工或其它）
第二階段：主管面試
  個性活潑積極、有責任感、注重細節、具不厭其煩的溝通協調能力。
  能勝任團隊合作亦能獨立作業者，需含有簡化流程之能力。
  可配合活動過夜加班(加班很多，不能配合請勿應徵）
  具資訊IE化、活動企劃、法律經驗者優先、有財會經驗者甚佳","享勞保(勞退).健保，車資及電話補助
三節禮金(中秋.端午半個月,年終2個月)
週休二日，需配合不定期假日活動
請 / 休假.活動加班.勞健保制度：優於勞基法規定 
每年固定加薪，最高至40,000元",張小姐,07-5530155,https://www.104.com.tw/job/6wmqb?jobsource=jolist_c_relevance
社團法人新北市康復之友協會,社工員(方案),"※精神障礙者家屬支持服務
1.辦理家屬支持團體及團體成效分析。
2.精障家屬服務需求蒐集及彙整。 
3.精障家庭諮詢服務。(含電話訪談及辦公室面談)
4.家屬服務相關表單設計、團體記錄及晤談記錄。",['社工人員'],"月薪31,000~34,000元",全職,新北市板橋區莒光路15巷2-1號2樓,不需負擔管理責任,無需出差外派,日班，08:30~16:30,週休二日,不限,1人,"['上班族', '應屆畢業生']",不拘,大學以上,社會學相關、其他經社心理相關、經濟社會及心理學科類,不拘,不拘,不拘,"※對精障家屬社區服務有興趣
1.學歷-(1)限大學社工系所、社會心理系所畢業或(2)具有社工師考試資格者
2.本會提供職前訓練以及在職訓練，備有完善督導制度。
3.具有社工師證照者，另有專業證照加給。
4.正職員工任職滿三個月後，每人每年5000元外部教育訓練津貼。
5.保險-勞健保、勞退、年終獎金、團體保險。","1.薪資按協會規定。 
2.上班時間:8:30~16:30(週一至週五) 
3.每年5000元之在職訓練費用。",趙小姐,jumay17@gmail.com,https://www.104.com.tw/job/33f6l?jobsource=jolist_c_relevance
童綜合醫療社團法人童綜合醫院,DBA工程師,"工作條件：
1.2年以上資料庫管理經驗，學歷不拘。
2.能自行維運相關自動化工具與腳本，例如shell script或Ansible等自動化框架。
3.具備DBA技能,熟Linux+Mariadb組合環境管理。
4.具備資料庫故障問題分析及解決。
5.具備 NO SQL DB, docker、Kubernetes 使用經驗者,DB cluster/load balance 系統建置維運能力者更佳 。",['資料庫管理人員'],"月薪40,000~80,000元",全職,台中市梧棲區臺灣大道八段699號,不需負擔管理責任,無需出差外派,日班/假日班,依公司規定,不限,1人,"['上班族', '原住民']",2年以上,不拘,資訊管理相關、資訊工程相關,不拘,不拘,系統整合分析、資料庫系統管理維護、資料庫程式設計、資料庫軟體應用、建立╱維護零件資料庫,無,"◆ 獎金 / 禮品類
1.年終獎金(非醫師類) 2.三節禮金/禮品 3.生日禮金/禮品
◆ 保險類
1.勞保 2.健保 3.員工團保/意外險 4.職災保險
◆ 休閒類
1.國內旅遊 2.社團活動
◆制度類
1.員工制服 2.伙食費 3.績效獎金 4.完整的教育訓練
5.順暢的升遷管道
◆ 請 / 休假制度
1.月休/依法規定 2.特休/年假
◆ 設備類
1.員工宿舍 2.員工交通車 3.員工餐廳 4.圖書館
◆ 優惠類
1.員工購物優惠 2.健康檢查 3.特約商店 4.眷屬醫療優惠
◆ 補助類
1.結婚禮金 2.喪事奠儀 3.社團補助 4.旅遊補助
5.住院慰問金(禮品) 
◆ 其他
院區內設有金石堂書局、西雅圖咖啡區、飲食區、
頂樓旋轉餐廳、社區親子休閒公園、空中花園......
等舒適的機能性設施，享有幽雅的休閒空間。",人資室,無,https://www.104.com.tw/job/6up47?jobsource=jolist_c_relevance
中英醫療社團法人中英醫院,"月薪42k~70k以上護理部護理人員(工作環境單純氣氛佳,薪資優沃排班人性化)","本院護理部包括門急診.開刀房.加護病房.呼吸照護中心.一般病房.呼吸照護病房等各護理單位

護理人員基本工作職責:
1.提供基本的病患基礎醫藥照顧， 如：包紮傷口、換藥等。 
2.測量並且記錄病患的生理狀態如：體溫、血壓、脈搏和呼吸、進食量、排便狀況 等。 
3.進行靜脈注射、肌肉注射、打點滴，觀察記錄患者給藥之後的狀況並加以回報。 
4.觀察、記錄並回報病人在接受醫療後狀態的改變，特別是一些不尋常的症狀反應，必要時採取救護措施。

護理單位發展遠景：
1.各護理單位均有單位工作津貼,績效獎金,滿床獎金...等
2.人性化排班方式可固定班,鼓勵在職進修可配合排班,夜班領有包班獎金
3.加護病房、呼吸照護中心之重症單位,有提供公費公假暨重症加護護理訓練,人員訓練期滿,領有重症暨加護單位津貼
4.護理人員純白班平均薪資可達42000~45000元/月以上,輪班人員平均薪資可達55000~70000元/月以上
5.每年定期提供公費公假院內外在職教育訓練,供護理人員累積護理教育積分,以利護理人員六年換照
6.外縣市者本院提供員工宿舍可供申請
7.地區醫院護理單位工作環境單純,工作氣氛融洽,團隊合作默契佳!

護理事業成就樂趣：
中英體系包括有醫療機構、長照機構、醫美、健康促進等不同性質單位，為拓展護理人員工作領域及個人職涯延續成長，實施護理人員轉調白班職務的辦法，提供護理人員生涯規劃的不同選擇","['護理師及護士', '專科護理師']","月薪42,000~70,000元",全職,新北市板橋區文化路一段196號,不需負擔管理責任,無需出差外派,"日班/晚班/大夜班/假日班，日班, 中班, 晚班, 大夜班, 假日班, 輪班　說明：AM00:~PM24:00，需輪班",週休二日,不限,2~10人,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '原住民']",不拘,專科以上,護理助產相關,不拘,不拘,不拘,"應屆畢業可,在職進修班學生可
休假制度：週休二日, 排休, 輪休","獎金福利：加班費、年節獎金、員工生日禮金、年終獎金
休假福利：隔週休二日、男性員工陪產假、育嬰假、生理假、年假
保險福利：勞保、健保、員工體檢
餐飲福利：誤餐費
衣著福利：員工制服
補助福利：員工結婚補助、生育補助、員工在職教育訓練、員工及眷屬喪葬補助
其他福利：員工團保",護理部郭督導,02-22563584-722,https://www.104.com.tw/job/401wu?jobsource=jolist_c_relevance
社團法人台灣幼兒早期教育協會,板橋實踐公共托育中心-行政人員,"1.負責親子活動企劃執行
2.櫃台接待與行政作業
3.協助主管交辦事項
4.需具有合格保母證照","['行政人員', '櫃檯接待人員', '記帳／出納／一般會計']","月薪26,000~30,000元",全職,新北市板橋區實踐路93巷51號,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1人,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '研發替代役', '外籍人士', '原住民']",不拘,專科、大學、碩士,文書管理相關,不拘,不拘,不拘,無,無,林小姐,02-23770309,https://www.104.com.tw/job/6pgco?jobsource=jolist_c_relevance
童綜合醫療社團法人童綜合醫院,AI/數據分析工程師,"工作說明：
1.實作各種Computer vision/NLP深度學習演算法模型、訓練、驗證、並佈署至生產環境使用。
數據清理、分析、與可視化。
2.熟Python, Pytorch, Numpy, OpenCV, Pandas, Matplotlib，SQL語法。
3.具備Linux基本操作能力，與基本Git使用能力。
4.具備良好溝通能力、熱愛研究新技術、並且樂於分享新知。
5.若具有 Distributed/Parallel deep learning 程式能力、half precision training程式能力、曾執行過實際AI專案、曾參加AI競賽、具傳統Machine learning程式能力、熟docker或Kubernetes、Ansible等自動化腳本撰寫能力、或有CI/CD使用經驗更佳。","['Internet程式設計師', '演算法開發工程師', '軟體設計工程師']","月薪40,000~80,000元",全職,台中市梧棲區臺灣大道八段699號,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,"['上班族', '原住民', '二度就業', '學生實習']",不拘,大學以上,不拘,不拘,不拘,不拘,無,"◆ 獎金 / 禮品類
1.年終獎金(非醫師類) 2.三節禮金/禮品 3.生日禮金/禮品
◆ 保險類
1.勞保 2.健保 3.員工團保/意外險 4.職災保險
◆ 休閒類
1.國內旅遊 2.社團活動
◆制度類
1.員工制服 2.伙食費 3.績效獎金 4.完整的教育訓練
5.順暢的升遷管道
◆ 請 / 休假制度
1.月休/依法規定 2.特休/年假
◆ 設備類
1.員工宿舍 2.員工交通車 3.員工餐廳 4.圖書館
◆ 優惠類
1.員工購物優惠 2.健康檢查 3.特約商店 4.眷屬醫療優惠
◆ 補助類
1.結婚禮金 2.喪事奠儀 3.社團補助 4.旅遊補助
5.住院慰問金(禮品) 
◆ 其他
院區內設有金石堂書局、西雅圖咖啡區、飲食區、
頂樓旋轉餐廳、社區親子休閒公園、空中花園......
等舒適的機能性設施，享有幽雅的休閒空間。",人資室,無,https://www.104.com.tw/job/6upjc?jobsource=jolist_c_relevance
平和醫療社團法人和平醫院,護理師,"1.提供基本的病患基礎醫藥照顧， 如：包紮傷口、換藥等。 
2.測量並且記錄病患的生理狀態（如：體溫、血壓、脈搏和呼吸）、進食量、排便狀況等。 
3.進行靜脈注射、肌肉注射、打點滴，觀察記錄患者給藥之後的狀況並加以回報。 
4.觀察、記錄並回報病人在接受醫療後狀態的改變，特別是一些不尋常的症狀反應，必要時採取救護措施。",['護理師及護士'],"月薪35,000~50,000元",全職,新竹市和平路86之1號2樓,管理4人以下,無需出差外派,日班/晚班/大夜班，需輪班,週休二日,不限,1~3人,"['上班族', '應屆畢業生', '原住民', '二度就業', '中壯齡', '中高齡']",不拘,專科、大學,護理助產相關,不拘,不拘,不拘,無,◆ 獎金 1. 年終獎金 2. 生日禮金 3. 中秋節禮金 4. 端午節禮金 ◆ 保險類 1. 勞保 2. 健保 3. 員工團體保險 ◆ 休閒類 1. 每年國內外旅遊 2. 定期部門聚餐 3. 年終尾牙活動 ◆ 制度類 1. 員工制服 2.醫事人員執登費用補助 ◆ 其他 1. 免費健康檢查,黃燕萍,hoping.rcw@msa.hinet.net,https://www.104.com.tw/job/6lznc?jobsource=jolist_c_relevance
林新醫療社團法人林新醫院,門診護理人員(兼職可),"1.門診護理人員-具臨床護理經驗尤佳 
2.具護理師、護士證照",['護理師及護士'],"月薪27,000~32,000元",全職,台中市南屯區惠中路三段36號,不需負擔管理責任,無需出差外派,日班/晚班,依公司規定,可年後上班,不限,['上班族'],不拘,專科以上,護理助產相關,不拘,不拘,不拘,"1.無經驗可，可培訓 
2.另有績效獎金、夜班費","●獎金類
1.年終獎金。2.節慶禮金。
●保險類
1.勞保。2.健保。3.員工團體保險/職災保險。
●休閒類
1.員工國內旅遊。2.社團活動。
●制度類
1.醫護/技人員制服。2.伙食津貼。3.績效獎金。4.完整的教育訓練。
●年度活動
1.忘年會。2.院慶。3.動員大會。
●設備類
1.員工宿舍。2.員工餐廳。3.圖書館。4.點心咖啡區。
●優惠類
1.員工及眷屬醫療優待。2.健康檢查。3.特約商店折扣。
●補助類
退職金提撥。
**以上福利為全職員工**",陳小姐,無,https://www.104.com.tw/job/5dia7?jobsource=jolist_c_relevance
社團法人台灣幼兒早期教育協會,板橋信義公共托育中心--托育人員,"提供1~2歲嬰幼兒的日常生活照護與安排撰寫適合幼兒身心發展的各種學習活動記錄。
以及中心交辦各項事務。",['教保員'],"月薪27,600~30,600元",全職,新北市板橋區四川路二段245巷60號,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,不限,"['上班族', '應屆畢業生', '原住民']",1年以上,專科、大學,兒童保育相關、學前教育相關,不拘,不拘,不拘,需具有丙級保母技術士證照,無,鍾主任,無,https://www.104.com.tw/job/4fz3e?jobsource=jolist_c_relevance
社團法人台灣幼兒早期教育協會,新竹市北區社區公共托育家園 --托育人員,"1.提供0-3嬰幼兒的日常生活照護與安排適合幼兒身心發展的各種學習活動。
（1）	提供家園收托嬰幼兒照顧服務。
（2）	提供家長托育諮詢服務，並將問題及答覆做完整的紀錄。
（3）	家園收托嬰幼兒之相關資料的更新建檔。
（4）	家園內相關設施設備及玩具清潔、消毒及維修。設計及執行嬰幼兒課程。
2.中心交辦各項事務。
~~薪資優，福利佳~~",['教保員'],"月薪29,000~31,000元",全職,新竹市,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1~4人,"['上班族', '應屆畢業生', '原住民']",1年以上,專科、大學,兒童保育相關、學前教育相關,不拘,不拘,不拘,需具有丙級保母技術士證照,無,林小姐,eceatw@gmail.com,https://www.104.com.tw/job/6tejw?jobsource=jolist_c_relevance
林新醫療社團法人林新醫院,健檢中心護理師,"1.護理科系畢業，具護理相關執照。
2.態度親切、對工作有熱忱、喜愛健檢業務。
3.具有職業衛生護理研習證書者佳。",['護理師及護士'],"月薪28,000~33,000元",全職,台中市南屯區惠中路三段36號(408),不需負擔管理責任,無需出差外派,日班,依公司規定,一個月內,不限,"['上班族', '原住民']",1年以上,專科以上,護理助產相關,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,不拘,不拘,具備職業衛生護理研習訓練證照者優先錄取。,"●獎金類
1.年終獎金。2.節慶禮金。
●保險類
1.勞保。2.健保。3.員工團體保險/職災保險。
●休閒類
1.員工國內旅遊。2.社團活動。
●制度類
1.醫護/技人員制服。2.伙食津貼。3.績效獎金。4.完整的教育訓練。
●年度活動
1.忘年會。2.院慶。3.動員大會。
●設備類
1.員工宿舍。2.員工餐廳。3.圖書館。4.點心咖啡區。
●優惠類
1.員工及眷屬醫療優待。2.健康檢查。3.特約商店折扣。
●補助類
退職金提撥。
**以上福利為全職員工**",楊小姐,無,https://www.104.com.tw/job/2ugb6?jobsource=jolist_c_relevance
童綜合醫療社團法人童綜合醫院,Python 工程師,"熟Python, Flask, Pandas, 基本SQL語法。
對HTML，CSS，Javascript有基本之認識(不一定要非常專精，但與前端工程師溝通時會需要初階的知識)。
具備Linux基本操作能力，與基本Git使用能力。
具備良好溝通能力、熱愛研究新技術、並且樂於分享新知。
若具有web server建置經驗、RESTful API撰寫經驗、Unit test使用經驗、docker或Kubernetes操作能力、Ansible等自動化腳本撰寫能力、CI/CD使用經驗、或曾執行過實際專案者更佳。","['Internet程式設計師', '演算法開發工程師', '軟體設計工程師']","月薪35,000~60,000元",全職,台中市梧棲區臺灣大道八段699號,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,"['上班族', '原住民', '二度就業', '學生實習']",不拘,不拘,不拘,不拘,不拘,不拘,無,"◆ 獎金 / 禮品類
1.年終獎金(非醫師類) 2.三節禮金/禮品 3.生日禮金/禮品
◆ 保險類
1.勞保 2.健保 3.員工團保/意外險 4.職災保險
◆ 休閒類
1.國內旅遊 2.社團活動
◆制度類
1.員工制服 2.伙食費 3.績效獎金 4.完整的教育訓練
5.順暢的升遷管道
◆ 請 / 休假制度
1.月休/依法規定 2.特休/年假
◆ 設備類
1.員工宿舍 2.員工交通車 3.員工餐廳 4.圖書館
◆ 優惠類
1.員工購物優惠 2.健康檢查 3.特約商店 4.眷屬醫療優惠
◆ 補助類
1.結婚禮金 2.喪事奠儀 3.社團補助 4.旅遊補助
5.住院慰問金(禮品) 
◆ 其他
院區內設有金石堂書局、西雅圖咖啡區、飲食區、
頂樓旋轉餐廳、社區親子休閒公園、空中花園......
等舒適的機能性設施，享有幽雅的休閒空間。",人資室,無,https://www.104.com.tw/job/6upji?jobsource=jolist_c_relevance
社團法人中華民國網路拓展貿易協會,PHP 程式設計師,"工作內容：
1. PHP程式開發、設計及維護。
2. 現有程式及環境的維護、升級和測試修改。
3. 前後端系統開發建置。 
4. 跨部門團隊溝通協調討論。

基本要求：
1. 三年以上PHP/MYSQL開發經驗。
2. 熟悉中大型網站開發、服務器架構、MySQL優化、PHP性能優化。
3. 程式碼編寫習慣良好且精簡扼要。
4. 精通MVC架構開發，熟悉至少一種PHP開源框架（如Zend Framwork、Thinkphp、YII等）
5. 精通響應式開發技術和jQuery
6. 具有中大型電商網站開發經驗者優。
7. 具備高度責任感、穩定性和配合度；擁有獨立思考和作業能力；能夠跨部門溝通協調傾聽團隊建議。
8. 願意精進程式設計及網站建置技術。","['軟體設計工程師', 'Internet程式設計師', '其他資訊專業人員']",待遇面議 （經常性薪資達 4 萬元或以上）,全職,台北市信義區基隆路二段189號3樓,不需負擔管理責任,無需出差外派,日班，8:30~18:00  午休1.5HR,週休二日,不限,1~2人,"['上班族', '研發替代役', '原住民', '二度就業']",3年以上,專科以上,不拘,不拘,PHP,系統架構規劃、系統維護操作、系統整合分析、測試環境建置規劃、軟體程式設計,無,"「獎 金 福 利」：全勤獎金、員工生日禮金、三節獎金(禮品)
「休 假 福 利」：週休二日、員工陪產假、年假
「娛 樂 福 利」：員工不定期聚餐、生日會、零食櫃無限供應、不定時提供下午茶
「補 助 福 利」：員工結婚補助、生育補助",葉小姐,02-77182688-311,https://www.104.com.tw/job/5vz4v?jobsource=jolist_c_relevance
社團法人台灣防止虐待動物協會,動物送養專員,"台灣SPCA誠徵一名全職動物送養專員。如果您是一位對保護動物有熱忱的人，不怕辛苦，溝通能力強，想要將動保變成您的使命，請聯絡我們！

工作內容：
1.負責送養/中途的各項流程 (包括：各項表格/送養文件製作、申請表審核、電訪、安排家訪、後續追蹤等)
2.寫出動人的送養文，編輯動物影片(基本影片剪輯能力)，在相關網路粉絲團和網站張貼送養資訊，提高送養率、招募中途家庭志工
3.為送養者/中途家庭提供相關的動物須知和協助
4.負責帶動物去看獸醫，維護並更新所有從過去到現在SPCA動物的醫療紀錄，並定期更新紀錄
5.管理領養小站／與合作廠商保持聯繫
6.擴增領養小站配合店家
7.協會安置中心的所有管理
8.定期拜訪領養小站與中途家庭志工，了解動物狀況並回報 
9.在相關網路粉絲團和網站張貼送養資訊
10.舉辦送養會，代表SPCA參加送養相關活動
11.協助處理與愛心媽媽相關的特定事務，例如捐助狗糧
12.維護/編輯部門網頁
13.與各地收容所、愛心媽媽、中途家庭、獸醫、寵物店、寵物用品公司取得聯繫並保持良好關係  
14.每週回報送養工作進度給執行長  

以上工作內容可能由執行長視情況調整或變更
**若您曾經自己剪輯過影片，歡迎附上影片，謝謝**","['社工人員', '一般動物飼育工作者']","月薪30,000~35,000元",全職,台北市大安區和平東路三段346巷2-1號1樓,管理4人以下,無需出差外派,日班，09:30-18:00,週休二日,一個月內,1人,"['上班族', '應屆畢業生', '日間就讀中', '夜間就讀中', '研發替代役', '外籍人士', '原住民', '二度就業', '學生實習']",2年以上,高中以上,不拘,不拘,不拘,不拘,無,"1. 勞工保險，勞工退休金
2. 三節獎金，績效獎金
3. 員工聯歡活動，尾牙
4. 三日寵物喪假
5.可帶寵物上班",姜小姐,spca@spca.org.tw,https://www.104.com.tw/job/5oviw?jobsource=jolist_c_relevance
